Date,Currency,Description,Record,Bid,Ask
11/10/2004,USD,OIS USD  24M,USDOIS_24M,2.756,2.776
12/10/2004,USD,OIS USD  24M,USDOIS_24M,2.725,2.746
13/10/2004,USD,OIS USD  24M,USDOIS_24M,2.721,2.741
14/10/2004,USD,OIS USD  24M,USDOIS_24M,2.673,2.693
15/10/2004,USD,OIS USD  24M,USDOIS_24M,2.71,2.731
18/10/2004,USD,OIS USD  24M,USDOIS_24M,2.71,2.73
19/10/2004,USD,OIS USD  24M,USDOIS_24M,2.75,2.771
20/10/2004,USD,OIS USD  24M,USDOIS_24M,2.688,2.709
21/10/2004,USD,OIS USD  24M,USDOIS_24M,2.697,2.718
22/10/2004,USD,OIS USD  24M,USDOIS_24M,2.726,2.747
25/10/2004,USD,OIS USD  24M,USDOIS_24M,2.669,2.689
26/10/2004,USD,OIS USD  24M,USDOIS_24M,2.7,2.72
27/10/2004,USD,OIS USD  24M,USDOIS_24M,2.753,2.774
28/10/2004,USD,OIS USD  24M,USDOIS_24M,2.787,2.808
29/10/2004,USD,OIS USD  24M,USDOIS_24M,2.776,2.796
01/11/2004,USD,OIS USD  24M,USDOIS_24M,2.807,2.827
02/11/2004,USD,OIS USD  24M,USDOIS_24M,2.826,2.847
03/11/2004,USD,OIS USD  24M,USDOIS_24M,2.843,2.863
04/11/2004,USD,OIS USD  24M,USDOIS_24M,2.795,2.815
05/11/2004,USD,OIS USD  24M,USDOIS_24M,3.009,3.029
08/11/2004,USD,OIS USD  24M,USDOIS_24M,3.038,3.059
09/11/2004,USD,OIS USD  24M,USDOIS_24M,3.024,3.045
10/11/2004,USD,OIS USD  24M,USDOIS_24M,3.075,3.095
11/11/2004,USD,OIS USD  24M,USDOIS_24M,3.058,3.078
12/11/2004,USD,OIS USD  24M,USDOIS_24M,3.047,3.067
15/11/2004,USD,OIS USD  24M,USDOIS_24M,3.086,3.107
16/11/2004,USD,OIS USD  24M,USDOIS_24M,3.128,3.149
17/11/2004,USD,OIS USD  24M,USDOIS_24M,3.072,3.093
18/11/2004,USD,OIS USD  24M,USDOIS_24M,3.081,3.102
19/11/2004,USD,OIS USD  24M,USDOIS_24M,3.17,3.191
22/11/2004,USD,OIS USD  24M,USDOIS_24M,3.168,3.189
23/11/2004,USD,OIS USD  24M,USDOIS_24M,3.16,3.181
24/11/2004,USD,OIS USD  24M,USDOIS_24M,3.196,3.217
25/11/2004,USD,OIS USD  24M,USDOIS_24M,3.208,3.229
26/11/2004,USD,OIS USD  24M,USDOIS_24M,3.247,3.267
