Date,Currency,Description,Record,Bid,Ask
15/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0625,0.1225
16/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0575,0.1175
19/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0775,0.1375
20/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.075,0.135
21/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.075,0.135
22/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
23/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
26/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
27/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
28/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
29/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
30/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
03/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
04/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.075,0.135
05/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.065,0.125
06/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0525,0.1125
07/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.055,0.115
10/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0525,0.1125
11/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.055,0.115
12/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.055,0.115
13/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0575,0.1175
14/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0675,0.1275
17/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
18/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
19/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
20/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
21/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
24/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
25/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
26/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
27/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.11,0.17
28/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
31/12/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
01/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
02/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.115,0.175
03/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.115,0.175
04/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1375,0.1975
07/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.145,0.205
08/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.135,0.195
09/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.135,0.195
10/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1375,0.1975
11/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
14/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
15/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.07,0.13
16/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.07,0.13
17/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
18/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.075,0.135
21/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0675,0.1275
22/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
23/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
24/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
25/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
28/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
29/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1025,0.1625
30/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.115,0.175
31/01/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
01/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1125,0.1725
04/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.125,0.185
05/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1275,0.1875
06/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.125,0.185
07/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1125,0.1725
08/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1075,0.1675
11/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1075,0.1675
12/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1175,0.1775
13/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1025,0.1625
14/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
15/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
18/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1075,0.1675
19/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
